Analytical Thinking,Problem Solving,Creativity,Communication Skills,Leadership,Empathy,Teamwork,Scientific Interest,Technological Interest,Design Skills,Mathematical Skills,Medical Knowledge,Legal Knowledge,Business Acumen,Research Skills,Marketing Skills,Teaching Skills,Software Development Knowledge,Artistic Skills,Attention to Detail,Career
4,3,1,2,2,2,2,1,3,2,3,2,1,2,1,2,1,1,1,2,Engineer
4,3,1,4,1,2,2,1,2,1,2,2,3,2,2,1,1,1,2,2,Lawyer
2,2,4,1,1,1,2,1,2,3,1,1,2,1,1,2,1,2,4,4,Fashion Designer
3,4,1,1,2,1,2,2,4,2,4,1,1,1,1,2,2,1,2,2,Engineer
1,4,2,3,2,3,1,1,2,2,1,1,1,1,4,2,2,2,2,1,Psychologist
4,4,1,2,2,2,2,2,4,2,4,2,2,1,2,1,2,2,1,1,Data Analyst
4,4,1,1,2,2,1,2,4,1,4,2,1,1,1,1,1,2,2,2,Engineer
2,2,2,3,1,1,1,4,1,2,1,3,2,1,2,1,2,1,2,4,Pharmacist
2,1,1,4,1,4,3,1,1,1,1,2,1,1,2,2,3,2,1,1,Teacher
3,4,2,1,2,1,2,2,3,2,3,2,2,2,1,2,2,2,2,1,Engineer
1,2,2,3,2,1,1,3,1,1,2,3,1,2,2,1,1,2,1,4,Pharmacist
3,4,2,3,1,2,2,1,1,1,2,2,2,3,1,2,2,1,2,1,Business Analyst
3,3,1,4,2,2,2,2,1,1,2,2,1,3,1,2,1,1,2,2,Business Analyst
4,3,1,3,1,1,2,1,2,2,2,2,1,3,2,1,2,1,1,1,Business Analyst
1,1,1,3,1,3,4,1,1,1,2,1,2,1,1,1,4,2,2,2,Teacher
2,4,1,3,2,3,1,2,1,2,2,2,1,2,3,1,2,1,1,2,Psychologist
4,3,2,1,2,1,1,1,3,1,3,1,2,2,2,2,1,2,2,1,Engineer
3,3,1,2,2,1,2,3,1,1,1,2,1,2,3,2,1,1,2,1,Research Scientist
1,2,1,4,3,1,2,1,1,2,1,1,2,3,2,4,1,2,1,1,Marketing Manager
1,1,2,3,2,3,3,1,2,2,1,1,1,2,2,1,4,1,2,2,Teacher
2,2,2,3,1,3,2,1,2,1,1,3,2,2,2,1,2,2,2,4,Nurse
1,1,3,2,2,2,2,1,1,4,2,1,2,2,1,2,1,2,4,3,Fashion Designer
4,1,1,2,1,2,2,1,2,2,3,1,2,3,2,2,2,2,1,4,Accountant
2,2,1,4,1,1,1,4,1,2,2,4,2,2,1,1,2,2,2,3,Pharmacist
1,3,2,1,1,3,1,2,1,1,1,3,1,1,1,1,2,2,1,4,Veterinarian
2,1,1,3,2,4,1,2,1,2,1,4,2,2,1,2,2,1,2,4,Nurse
2,3,2,1,2,1,4,1,2,2,3,1,1,2,1,2,1,2,1,3,Pilot
4,2,2,2,2,1,1,2,1,2,4,2,1,3,2,2,1,1,1,4,Accountant
2,1,2,4,1,4,4,1,2,1,1,2,1,2,1,2,4,1,2,1,Teacher
4,2,2,2,1,1,1,2,2,2,4,2,1,3,2,2,1,2,2,3,Accountant
2,4,1,2,1,4,1,1,2,1,2,3,1,2,1,1,2,1,2,4,Veterinarian
4,3,1,1,2,2,1,2,3,1,4,1,2,2,2,1,1,1,2,1,Data Analyst
2,1,3,2,2,2,2,1,2,4,1,2,2,1,1,2,1,1,3,3,Graphic Designer
2,4,1,4,2,4,2,2,1,2,2,2,1,1,4,1,1,1,1,1,Psychologist
2,2,1,4,2,4,4,1,2,1,1,1,2,2,1,2,4,2,2,2,Teacher
1,2,2,4,2,4,2,2,1,1,1,4,1,1,1,1,2,1,2,4,Nurse
1,4,2,2,2,4,2,4,1,2,2,3,1,2,1,2,1,2,2,1,Doctor
1,1,1,4,1,4,4,2,2,2,2,1,1,2,2,2,4,1,2,1,Teacher
1,2,1,4,3,1,2,2,2,2,1,2,2,4,1,3,1,2,2,2,Marketing Manager
1,3,2,2,1,3,1,3,2,2,1,4,2,1,2,2,2,1,2,2,Doctor
4,4,1,2,2,1,1,2,4,2,2,1,1,2,1,1,2,3,1,1,Software Engineer
3,1,2,2,1,1,2,1,2,1,3,2,2,3,2,1,2,2,2,4,Accountant
2,2,2,4,1,3,4,2,2,1,2,1,2,2,1,2,4,1,1,1,Teacher
1,2,2,4,1,4,4,2,2,1,1,2,1,2,2,2,4,1,2,1,Teacher
1,2,3,2,2,2,1,1,1,3,3,1,1,1,1,2,2,2,2,3,Architect
4,1,2,2,2,2,1,1,1,1,4,1,2,4,2,2,1,1,2,3,Accountant
2,3,2,4,1,4,2,2,1,1,1,1,1,1,4,1,2,1,2,2,Psychologist
2,4,1,2,1,4,1,2,1,1,2,3,2,1,1,2,2,2,1,3,Veterinarian
2,4,1,4,2,4,1,1,1,1,2,1,1,1,3,2,1,2,2,2,Psychologist
2,1,4,1,2,1,2,1,1,4,4,1,2,2,1,2,2,1,1,3,Architect
1,3,1,1,1,1,3,2,2,1,3,2,1,2,1,2,2,2,1,3,Pilot
3,3,2,1,1,2,2,3,1,1,1,2,1,1,4,2,2,2,2,2,Research Scientist
1,1,4,2,2,2,1,1,1,3,4,1,2,2,2,1,2,1,1,3,Architect
2,2,1,3,4,1,2,1,1,1,1,1,1,4,2,4,2,2,2,2,Marketing Manager
2,2,1,4,1,1,1,4,2,2,2,4,2,1,2,2,2,2,1,3,Pharmacist
2,4,1,1,2,3,2,4,1,1,1,3,2,1,1,1,1,2,2,2,Doctor
4,4,2,2,2,1,2,1,4,1,4,1,2,2,2,1,1,1,2,2,Engineer
4,4,2,2,2,2,2,1,4,2,4,1,1,1,2,1,2,2,1,2,Data Analyst
4,3,2,2,2,1,1,1,4,2,3,2,2,1,2,1,2,2,2,2,Data Analyst
2,2,2,3,3,1,1,2,1,1,1,1,1,3,2,4,2,1,2,1,Marketing Manager
3,4,2,2,2,2,1,2,4,2,4,2,1,1,1,2,1,2,2,2,Data Analyst
4,3,1,1,2,1,2,2,3,2,3,2,1,1,1,1,1,1,2,2,Engineer
1,2,1,4,1,4,3,1,1,1,1,2,1,1,2,1,3,1,1,1,Teacher
1,4,4,2,1,2,2,2,4,2,2,1,2,1,2,1,2,4,1,1,Web Developer
2,1,1,4,4,2,1,2,1,1,1,1,2,3,2,4,2,1,1,2,Marketing Manager
3,3,2,2,1,2,2,4,2,1,2,2,1,1,3,1,1,2,2,1,Research Scientist
3,3,2,2,1,1,2,3,1,1,2,2,2,2,3,2,1,1,2,1,Research Scientist
4,1,2,2,1,1,1,1,2,2,4,1,1,4,1,1,1,2,1,3,Accountant
1,4,1,1,1,3,2,1,2,2,1,4,1,1,1,1,1,2,1,4,Veterinarian
2,2,4,1,1,1,1,2,1,3,2,2,2,1,2,2,1,2,3,3,Fashion Designer
2,1,3,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,4,3,Graphic Designer
2,1,3,1,1,1,2,1,2,4,2,1,2,2,1,1,2,2,4,3,Graphic Designer
3,4,2,1,2,2,1,2,3,1,2,1,2,2,2,1,2,4,1,1,Software Engineer
4,3,2,4,1,2,1,1,2,1,2,2,3,2,1,1,1,1,2,1,Lawyer
3,4,2,2,2,2,2,3,1,1,1,2,2,1,4,1,1,2,1,2,Research Scientist
3,3,1,3,1,1,2,1,1,1,1,2,4,2,1,1,2,1,2,2,Lawyer
1,3,3,1,1,2,1,1,3,2,2,2,1,2,1,1,2,4,1,2,Web Developer
3,3,1,1,1,1,2,2,4,1,4,1,2,1,1,1,1,1,1,2,Engineer
2,1,1,4,1,2,1,4,2,2,1,3,1,1,2,2,2,2,1,4,Pharmacist
4,4,2,3,2,1,1,1,1,1,1,1,4,2,1,2,2,2,2,2,Lawyer
3,3,1,1,2,1,2,2,3,1,4,2,2,2,1,1,1,2,1,1,Data Analyst
4,4,2,1,1,1,1,2,3,2,1,2,2,2,1,1,1,3,1,1,Software Engineer
2,3,4,1,2,2,1,1,4,1,2,2,1,1,1,1,2,3,1,2,Web Developer
2,4,1,2,1,3,1,4,1,1,2,4,2,1,1,1,2,1,2,1,Doctor
2,1,4,2,2,1,2,2,1,3,2,1,1,2,2,2,1,2,3,3,Graphic Designer
3,2,1,1,1,1,1,2,2,1,4,2,1,3,1,2,1,1,1,3,Accountant
2,3,3,2,1,1,2,1,3,1,2,2,2,2,2,2,1,3,2,2,Web Developer
4,2,1,1,1,2,2,1,2,1,4,1,2,4,2,2,1,1,1,3,Accountant
1,1,1,4,1,1,2,3,2,2,2,4,2,2,1,2,2,2,2,3,Pharmacist
3,3,1,3,2,1,1,1,1,2,2,2,1,4,2,2,2,1,2,1,Business Analyst
1,3,2,2,2,1,3,2,2,1,4,1,1,2,2,1,1,1,2,3,Pilot
1,2,1,3,2,2,2,4,2,1,2,4,2,1,2,2,1,2,2,3,Pharmacist
3,3,2,4,2,1,2,1,2,1,2,2,3,2,2,2,2,2,1,2,Lawyer
1,2,3,1,2,1,2,1,1,4,1,1,1,1,1,2,2,2,4,4,Graphic Designer
4,4,2,2,1,2,2,1,3,2,3,2,1,1,1,1,2,1,1,1,Data Analyst
4,3,1,2,1,2,1,4,2,2,1,2,1,1,3,1,2,1,2,1,Research Scientist
4,3,2,4,2,1,1,1,1,2,1,1,2,3,1,1,1,1,1,2,Business Analyst
1,4,1,2,1,3,2,2,1,1,2,4,1,1,1,2,2,2,2,3,Veterinarian
1,1,4,2,2,2,2,2,1,3,4,1,2,2,1,2,1,1,1,4,Architect
1,4,1,2,1,3,1,2,1,1,1,3,1,1,2,1,2,2,2,3,Veterinarian
3,4,2,1,2,2,2,2,3,2,4,2,2,2,1,2,2,2,1,2,Engineer
2,1,1,3,1,3,3,2,2,1,1,1,2,2,1,2,4,1,1,1,Teacher
4,3,1,1,2,2,2,2,3,2,4,2,1,1,1,1,2,2,1,2,Data Analyst
3,3,1,2,2,1,2,3,2,2,1,2,1,1,3,2,1,2,2,1,Research Scientist
3,3,2,4,2,1,2,1,1,2,1,2,4,2,2,1,1,1,2,1,Lawyer
3,3,1,1,2,1,2,1,3,1,3,1,2,2,2,2,1,1,1,2,Data Analyst
2,3,1,3,2,3,2,1,1,2,1,1,1,1,4,1,2,1,2,1,Psychologist
2,1,3,1,1,1,2,2,1,4,4,1,2,2,1,1,2,1,1,4,Architect
4,4,1,2,2,1,1,3,2,2,2,1,1,2,3,2,2,1,2,2,Research Scientist
2,1,3,1,2,1,2,1,2,4,3,2,2,1,1,2,2,2,2,3,Architect
1,2,4,1,1,1,2,2,2,4,3,2,2,2,2,2,2,2,1,3,Architect
1,1,1,4,2,1,1,4,1,2,1,3,1,1,2,1,2,1,1,3,Pharmacist
2,2,4,1,1,2,2,2,2,3,2,2,1,1,1,2,2,1,4,3,Graphic Designer
1,1,3,2,2,2,2,1,2,3,1,1,1,2,2,2,1,1,3,4,Graphic Designer
2,3,2,3,2,4,2,1,2,2,1,2,2,2,3,2,1,2,2,1,Psychologist
2,2,1,4,4,2,1,1,2,1,2,1,2,4,2,4,1,2,1,1,Marketing Manager
1,4,3,2,2,1,1,2,3,2,2,2,2,1,2,1,2,4,1,1,Web Developer
2,1,2,3,1,4,4,2,1,2,1,2,1,2,2,1,3,2,1,2,Teacher
2,1,4,2,1,1,1,2,2,3,2,1,1,1,2,2,1,1,3,3,Graphic Designer
1,2,2,3,1,3,4,1,1,1,1,1,2,1,1,1,3,1,2,2,Teacher
1,2,1,4,4,2,1,2,2,2,2,2,1,3,2,4,2,1,1,2,Marketing Manager
1,2,1,4,2,4,4,2,2,2,2,2,1,1,1,1,4,1,2,2,Teacher
3,3,1,1,2,2,1,2,4,1,3,1,1,2,2,2,2,1,2,1,Engineer
2,1,1,3,1,3,2,1,1,2,1,4,2,1,2,1,2,2,2,4,Nurse
4,2,2,1,2,2,1,2,1,1,3,1,1,3,1,1,1,1,1,4,Accountant
2,4,3,1,2,1,2,1,3,2,2,2,2,1,1,1,1,3,2,2,Web Developer
1,1,2,3,2,3,1,1,1,2,1,3,2,1,1,1,2,1,2,3,Nurse
3,3,2,1,2,2,1,4,2,1,1,1,2,1,4,1,2,1,1,1,Research Scientist
2,1,3,2,1,2,2,2,1,4,3,1,1,1,2,1,1,1,2,4,Architect
2,3,1,2,2,4,1,2,1,2,1,4,2,1,1,2,2,1,2,3,Veterinarian
1,3,2,2,2,1,3,1,1,1,3,1,1,2,2,1,1,2,2,4,Pilot
3,4,2,4,2,1,2,2,1,2,2,2,3,2,1,2,1,1,1,1,Lawyer
1,2,1,3,4,1,1,2,1,1,2,1,2,3,1,4,1,1,1,2,Marketing Manager
2,4,3,2,1,2,2,1,3,1,1,2,2,1,2,1,2,4,2,1,Web Developer
3,3,2,1,1,2,1,1,3,1,4,2,2,2,2,1,1,2,1,2,Data Analyst
4,3,1,4,1,2,2,1,2,1,1,1,1,4,2,2,1,1,1,2,Business Analyst
3,3,2,2,2,2,2,3,2,1,2,2,1,1,4,1,2,2,2,2,Research Scientist
1,1,2,3,1,1,2,4,1,2,1,3,1,2,2,2,1,2,1,3,Pharmacist
4,3,1,2,1,1,2,4,1,1,1,2,1,1,4,2,1,2,1,1,Research Scientist
3,4,2,2,2,1,1,1,3,2,3,2,1,1,2,2,2,2,2,1,Data Analyst
1,3,2,1,1,3,1,1,1,1,1,4,1,2,2,2,2,2,1,3,Veterinarian
4,3,1,2,1,2,1,1,3,2,1,2,2,1,1,1,2,4,1,2,Software Engineer
1,3,1,1,2,4,2,2,1,2,2,4,1,2,1,2,1,2,2,3,Veterinarian
2,1,1,4,2,1,2,3,1,2,2,3,2,1,1,2,1,2,2,3,Pharmacist
1,1,4,2,2,1,2,2,2,3,3,1,2,2,1,2,2,1,1,3,Architect
2,1,2,4,1,4,4,2,2,1,2,1,1,1,1,1,3,2,1,2,Teacher
1,4,2,2,2,3,2,2,1,1,2,3,1,2,1,2,2,1,1,3,Veterinarian
2,4,2,2,1,3,1,1,2,2,1,4,2,2,1,2,2,2,1,3,Veterinarian
3,3,2,1,1,1,2,1,3,2,2,1,1,1,2,2,1,4,2,1,Software Engineer
1,1,2,4,2,3,1,2,1,2,2,4,1,1,2,2,2,2,2,4,Nurse
2,2,2,3,4,1,1,1,2,2,2,2,2,4,1,3,2,2,2,2,Marketing Manager
3,3,2,1,1,1,1,2,4,2,2,1,1,2,1,1,1,4,2,1,Software Engineer
3,4,2,4,2,2,1,2,1,1,1,2,1,3,2,2,2,1,1,2,Business Analyst
2,1,3,1,2,1,1,1,2,3,1,2,1,1,1,1,1,1,3,4,Graphic Designer
2,2,1,3,2,2,1,4,1,1,2,4,2,1,1,2,2,1,2,3,Pharmacist
4,3,1,2,2,2,1,1,4,1,4,1,2,2,2,2,2,1,2,1,Engineer
3,1,1,2,1,2,2,2,2,2,4,1,2,4,2,2,1,1,1,3,Accountant
1,2,1,3,2,2,1,3,2,1,1,4,1,1,2,1,1,2,2,3,Pharmacist
1,1,2,3,1,2,2,4,1,2,1,3,1,2,1,1,1,1,1,4,Pharmacist
1,1,3,2,1,2,1,2,1,4,4,2,2,1,2,1,1,1,2,4,Architect
4,4,1,2,1,1,1,4,2,1,2,1,1,2,4,1,1,1,2,1,Research Scientist
2,3,4,2,2,1,2,1,4,2,2,1,2,2,1,2,1,3,2,2,Web Developer
3,4,1,1,2,2,1,2,4,1,4,1,1,1,1,2,2,1,1,2,Data Analyst
2,3,4,2,2,1,1,1,3,1,2,2,1,2,2,1,2,3,2,1,Web Developer
2,1,3,2,2,2,2,2,1,3,2,1,1,1,1,1,1,2,4,4,Graphic Designer
1,2,4,1,2,1,1,1,2,4,3,1,2,2,2,1,1,1,1,3,Architect
4,4,1,2,1,1,2,2,3,1,3,2,2,1,2,2,1,2,1,2,Data Analyst
2,1,4,2,2,2,1,2,2,4,2,1,1,1,2,1,1,2,4,3,Fashion Designer
2,1,4,2,2,2,1,2,1,3,3,1,2,1,1,2,2,1,2,3,Architect
4,4,2,2,1,2,1,2,3,1,3,1,1,2,2,2,1,1,2,1,Data Analyst
1,2,2,3,4,2,1,1,2,1,2,2,2,3,2,3,2,2,1,2,Marketing Manager
2,3,1,2,1,4,1,2,1,1,1,3,2,1,1,1,2,2,2,3,Veterinarian
1,3,1,1,2,2,4,2,2,2,4,1,2,1,1,2,1,1,2,3,Pilot
2,2,1,3,1,1,1,3,2,2,2,4,1,2,1,1,2,2,2,4,Pharmacist
3,2,1,1,2,1,1,1,1,2,3,1,1,3,1,2,1,2,2,4,Accountant
3,4,1,2,1,2,1,3,1,1,2,1,1,1,3,1,1,1,1,1,Research Scientist
4,3,1,3,2,2,2,1,2,1,1,2,2,3,1,2,2,2,2,1,Business Analyst
2,2,4,1,1,1,2,1,2,4,1,1,2,1,1,2,2,1,4,4,Graphic Designer
1,1,1,3,2,3,4,2,1,1,2,2,2,1,1,2,3,1,1,2,Teacher
3,3,1,1,1,2,1,4,2,1,1,1,1,1,3,1,1,2,2,1,Research Scientist
3,4,2,4,2,1,1,1,2,1,1,1,2,3,2,2,1,2,1,2,Business Analyst
1,1,1,3,1,4,3,1,2,2,1,2,1,2,2,1,4,1,1,1,Teacher
1,4,1,2,1,4,2,3,1,2,1,4,1,1,1,2,1,2,2,2,Doctor
2,4,2,3,1,4,2,2,1,2,2,2,2,1,3,2,2,1,1,2,Psychologist
1,1,3,1,2,2,2,1,1,4,3,2,2,1,2,2,1,2,1,4,Architect
4,4,2,1,1,1,2,1,3,1,3,2,2,2,1,1,2,1,2,1,Engineer
3,4,2,2,1,2,2,1,4,2,3,1,1,1,2,1,2,2,2,2,Engineer
4,4,1,3,2,1,1,1,2,2,1,1,4,1,2,1,2,2,1,2,Lawyer
1,1,1,3,2,1,2,4,2,1,2,3,1,1,2,1,2,2,1,4,Pharmacist
3,4,1,3,2,2,1,1,1,1,2,1,4,2,2,1,1,1,2,2,Lawyer
2,2,2,3,2,1,1,3,2,2,1,3,1,2,2,2,1,1,2,3,Pharmacist
1,2,2,4,2,1,1,4,1,1,2,4,2,2,1,1,1,1,2,4,Pharmacist
3,4,1,3,2,1,1,2,2,2,1,2,1,3,2,1,2,2,2,1,Business Analyst
4,4,1,1,2,2,2,3,1,1,2,2,2,1,3,2,1,2,1,2,Research Scientist
1,4,1,2,2,1,3,1,1,2,4,2,1,1,2,2,1,2,1,4,Pilot
1,4,1,2,2,1,3,1,2,2,3,2,1,1,2,2,2,2,1,3,Pilot
1,3,1,2,2,2,3,2,1,2,4,2,1,1,2,2,2,1,2,3,Pilot
2,3,2,1,1,4,1,1,1,1,2,4,2,1,1,2,2,2,2,4,Veterinarian
4,4,2,2,2,2,2,1,4,2,3,2,2,2,1,1,1,2,2,1,Data Analyst
3,3,1,1,2,1,1,3,1,1,1,1,1,1,4,1,1,1,2,2,Research Scientist
3,4,2,2,2,2,1,2,4,1,4,1,1,1,1,1,2,2,2,2,Data Analyst
1,2,1,3,1,4,1,1,1,2,2,3,1,2,1,1,2,2,2,4,Nurse
1,2,1,3,1,3,1,1,2,1,2,4,2,1,2,2,1,1,2,3,Nurse
2,1,3,1,2,2,1,2,2,4,1,2,2,1,1,1,2,2,4,3,Fashion Designer
4,4,1,2,2,2,1,1,3,2,2,1,1,2,2,2,2,4,1,1,Software Engineer
1,2,3,2,2,1,1,2,1,4,2,2,2,2,1,1,1,2,4,3,Graphic Designer
3,3,2,2,1,2,2,1,3,2,1,2,1,1,2,2,1,4,1,1,Software Engineer
1,1,3,1,2,1,1,2,1,3,4,1,1,1,1,1,2,2,1,3,Architect
4,3,1,3,2,2,1,1,1,2,2,2,3,2,1,2,1,1,2,1,Lawyer
1,3,1,3,2,4,2,2,1,2,2,1,1,2,4,2,1,1,2,2,Psychologist
1,2,2,3,1,1,2,4,1,2,2,3,2,2,2,2,2,2,2,4,Pharmacist
1,3,1,2,1,3,1,3,2,2,2,4,2,2,2,2,2,1,2,1,Doctor
1,2,4,1,2,2,1,2,2,4,1,2,2,1,1,1,2,1,3,3,Fashion Designer
1,3,3,2,1,2,2,2,3,1,2,1,1,2,1,1,1,3,2,2,Web Developer
1,1,3,2,1,1,1,2,1,3,2,2,1,2,2,2,2,1,3,4,Graphic Designer
2,2,4,1,1,1,2,2,1,3,2,2,1,1,1,1,1,1,3,4,Graphic Designer
2,1,4,2,2,1,2,1,1,3,1,2,1,1,2,1,1,2,3,4,Fashion Designer
4,4,1,2,1,2,1,2,4,1,3,1,2,2,2,1,1,1,2,2,Data Analyst
4,3,1,2,1,1,1,1,3,1,3,2,2,1,1,2,1,2,2,2,Engineer
1,1,2,3,1,4,2,2,2,2,1,3,1,1,2,2,1,1,2,3,Nurse
1,2,2,4,1,4,1,1,2,1,2,3,1,1,1,2,2,1,2,4,Nurse
4,4,1,3,2,1,1,2,1,2,1,1,4,1,1,1,1,2,1,2,Lawyer
3,4,1,4,2,2,2,2,1,1,1,1,4,1,2,2,1,2,1,2,Lawyer
2,4,1,1,1,4,2,3,2,2,1,3,2,2,2,2,1,2,2,2,Doctor
1,3,1,1,1,1,3,2,1,1,3,2,2,2,2,1,2,2,2,4,Pilot
3,3,1,2,2,2,2,4,2,1,2,1,1,2,4,1,1,1,1,1,Research Scientist
3,4,2,1,1,1,2,2,3,1,3,2,1,2,2,1,2,1,1,2,Data Analyst
2,2,3,1,1,2,1,2,1,4,1,1,1,2,1,1,2,1,3,4,Graphic Designer
2,1,2,3,1,4,1,1,2,2,1,3,1,1,2,2,2,1,1,3,Nurse
4,3,1,3,2,2,2,1,2,2,2,1,1,4,2,2,1,2,2,2,Business Analyst
1,3,2,3,2,4,2,2,1,2,1,2,2,1,4,1,1,1,2,1,Psychologist
1,4,1,2,2,3,2,2,1,2,2,3,2,2,1,2,2,1,1,4,Veterinarian
2,4,3,2,1,2,2,1,4,1,1,2,1,2,1,2,2,3,2,2,Web Developer
1,4,1,1,2,4,1,1,1,2,2,4,2,2,2,2,1,2,2,3,Veterinarian
2,2,2,4,2,1,1,3,1,1,1,3,2,2,2,1,1,2,1,3,Pharmacist
3,3,1,2,2,2,2,1,4,2,3,2,2,2,1,2,1,1,1,2,Engineer
3,3,2,4,2,2,2,1,1,1,2,2,4,1,2,2,1,2,2,1,Lawyer
4,3,2,4,1,1,1,2,2,2,2,2,3,1,2,2,2,2,2,1,Lawyer
2,1,2,3,1,4,3,1,1,2,1,1,2,1,2,1,3,2,1,1,Teacher
1,4,4,2,1,1,2,1,4,1,2,2,2,2,2,2,2,4,2,2,Web Developer
4,3,1,3,2,1,2,2,1,1,1,2,4,2,2,1,2,2,1,1,Lawyer
1,1,2,4,1,2,2,4,2,1,2,4,1,1,1,2,2,1,1,3,Pharmacist
1,2,4,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,3,4,Fashion Designer
2,1,1,3,1,4,3,2,1,2,1,1,1,1,1,2,4,1,2,1,Teacher
2,2,1,3,4,1,1,1,1,2,2,2,1,3,1,4,1,2,1,1,Marketing Manager
2,1,1,4,1,2,2,4,2,1,2,4,1,1,1,1,2,1,2,4,Pharmacist
3,3,2,2,2,2,2,3,2,2,1,1,2,1,4,1,1,2,1,2,Research Scientist
1,4,2,2,1,4,2,2,2,2,2,4,1,2,1,2,2,2,1,4,Veterinarian
1,1,1,4,2,2,1,4,1,1,1,3,2,1,1,1,2,1,1,4,Pharmacist
4,4,1,2,1,1,1,3,2,1,1,2,2,2,4,1,2,1,1,1,Research Scientist
4,1,1,1,2,1,1,2,1,1,4,2,2,3,1,2,2,1,2,3,Accountant
1,1,1,4,3,2,1,2,1,2,1,2,2,4,2,3,2,2,2,2,Marketing Manager
1,2,2,3,4,1,2,1,1,2,1,1,2,3,1,4,1,2,2,2,Marketing Manager
1,4,1,3,1,4,1,2,2,1,1,2,1,1,3,1,1,2,2,2,Psychologist
2,1,1,4,1,3,2,1,1,1,2,3,1,1,2,1,1,1,2,4,Nurse
4,3,1,3,1,2,1,1,2,1,2,2,1,3,2,1,2,2,2,1,Business Analyst
3,3,1,1,1,2,1,3,2,1,2,1,2,2,4,1,1,1,1,2,Research Scientist
3,4,1,1,1,1,1,2,3,2,2,1,1,2,2,2,2,3,2,2,Software Engineer
4,4,1,2,1,1,2,1,4,2,4,2,2,2,1,1,1,2,1,1,Data Analyst
1,2,3,2,2,2,1,1,2,4,1,2,1,2,1,1,1,1,4,3,Graphic Designer
3,4,1,3,2,2,1,2,1,1,2,1,2,4,1,2,2,1,2,2,Business Analyst
1,1,1,3,2,3,3,2,2,1,1,2,2,2,1,2,3,2,2,1,Teacher
1,1,1,3,3,2,1,1,1,1,1,1,2,3,2,3,2,2,2,1,Marketing Manager
1,3,1,1,1,4,2,2,2,2,2,4,1,1,2,1,2,1,1,4,Veterinarian
3,3,1,2,1,1,1,1,4,2,3,1,1,2,1,1,2,2,2,1,Data Analyst
1,1,3,2,1,2,2,2,2,4,1,1,1,1,2,1,2,1,4,3,Graphic Designer
4,3,2,3,1,2,2,2,2,2,1,1,1,3,2,1,1,2,1,2,Business Analyst
4,4,2,1,2,1,2,1,3,2,3,1,2,1,2,1,1,1,1,1,Data Analyst
2,2,1,4,3,2,2,2,1,2,1,1,2,4,1,4,1,2,1,1,Marketing Manager
1,1,2,4,1,3,3,2,2,2,1,2,1,2,2,1,3,1,2,1,Teacher
2,4,1,2,1,1,4,1,2,1,4,1,1,1,1,1,1,1,1,4,Pilot
4,3,1,3,1,1,1,2,1,2,1,2,3,1,1,2,1,1,1,1,Lawyer
1,2,2,4,4,2,2,2,1,1,2,2,2,4,1,4,1,1,2,1,Marketing Manager
2,2,1,4,2,3,1,2,1,1,2,4,1,1,2,1,2,2,2,4,Nurse
4,4,2,2,1,2,2,2,4,2,3,2,2,2,2,1,1,1,1,1,Engineer
1,2,1,3,4,1,1,2,1,2,1,1,2,4,1,4,2,2,2,1,Marketing Manager
2,1,2,4,1,2,1,4,2,1,1,4,2,2,1,1,1,2,1,4,Pharmacist
3,3,2,2,1,1,2,3,1,1,1,1,2,2,3,2,1,1,1,2,Research Scientist
2,3,2,4,1,3,1,1,2,1,1,2,2,1,3,2,1,1,2,2,Psychologist
3,2,1,2,1,2,1,1,1,2,4,1,1,4,2,1,2,1,2,3,Accountant
1,1,1,4,2,1,2,4,2,2,2,3,2,1,1,2,1,2,2,3,Pharmacist
2,4,2,1,2,4,2,4,1,2,1,4,1,2,2,2,1,1,1,2,Doctor
1,2,1,4,1,2,2,3,1,1,1,4,2,1,1,1,2,2,1,3,Pharmacist
4,3,1,4,2,2,2,2,2,2,2,1,2,4,1,2,1,1,2,2,Business Analyst
1,2,1,4,2,1,2,4,1,2,1,4,2,2,1,2,1,2,2,4,Pharmacist
4,3,1,2,2,1,1,1,3,1,3,2,1,1,1,2,1,2,1,1,Data Analyst
2,2,4,2,1,2,2,2,1,4,1,1,2,2,1,2,2,1,4,4,Graphic Designer
2,1,3,2,1,2,2,2,2,3,1,1,2,1,1,2,2,2,4,3,Graphic Designer
3,4,2,1,2,2,1,2,4,1,3,1,2,2,1,2,1,1,2,2,Data Analyst
3,2,1,2,1,1,2,2,1,2,3,1,1,4,1,1,2,2,2,4,Accountant
3,3,1,2,2,2,1,2,4,2,3,2,1,2,2,1,1,1,2,1,Data Analyst
1,3,1,1,1,4,2,1,2,1,2,4,2,2,2,2,2,1,1,4,Veterinarian
1,2,3,2,2,2,1,1,2,4,1,1,2,1,2,1,1,2,4,3,Graphic Designer
3,4,1,2,1,2,1,2,4,2,4,2,2,1,1,1,2,2,2,2,Engineer
2,3,1,1,1,4,2,2,2,2,1,3,2,2,2,2,1,1,1,4,Veterinarian
3,3,1,2,1,1,2,1,4,1,3,2,1,1,2,1,2,2,1,1,Data Analyst
1,1,2,4,4,2,1,2,2,2,2,2,1,4,2,3,1,1,1,2,Marketing Manager
4,3,1,1,1,1,2,1,3,2,2,1,1,2,2,2,1,4,2,2,Software Engineer
